--------- beginning of crash
07-01 21:39:08.100 25369 25386 F DEBUG   : *** *** *** *** *** *** *** *** *** *** *** *** *** *** *** ***
07-01 21:39:08.100 25369 25386 F DEBUG   : Build fingerprint: 'samsung/a22nnxx/a22:13/TP1A.220624.014/A225FXXSBDYE2:user/release-keys'
07-01 21:39:08.100 25369 25386 F DEBUG   : Revision: '3'
07-01 21:39:08.100 25369 25386 F DEBUG   : ABI: 'arm64'
07-01 21:39:08.100 25369 25386 F DEBUG   : Processor: '-1'
07-01 21:39:08.100 25369 25386 F DEBUG   : Timestamp: 2025-07-01 21:39:06.534908852+0530
07-01 21:39:08.100 25369 25386 F DEBUG   : Process uptime: 287s
07-01 21:39:08.100 25369 25386 F DEBUG   : Cmdline: com.android.chrome:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:5
07-01 21:39:08.100 25369 25386 F DEBUG   : pid: 25369, tid: 25386, name: binder:25369_3  >>> com.android.chrome:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:5 <<<
07-01 21:39:08.100 25369 25386 F DEBUG   : uid: 90005
07-01 21:39:08.100 25369 25386 F DEBUG   : tagged_addr_ctrl: 0000000000000001 (PR_TAGGED_ADDR_ENABLE)
07-01 21:39:08.100 25369 25386 F DEBUG   : signal 0 (SIGSEGV), code 1 (SEGV_MAPERR), fault addr --------
07-01 21:39:08.100 25369 25386 F DEBUG   : Cause: null pointer dereference
07-01 21:39:08.101 25369 25386 F DEBUG   :     x0  0000000000000001  x1  000000740000c008  x2  0000007400030040  x3  000000a87e5a011e
07-01 21:39:08.101 25369 25386 F DEBUG   :     x4  0000000001c9c380  x5  0000000000001f40  x6  0000000000000000  x7  00000000146e3784
07-01 21:39:08.101 25369 25386 F DEBUG   :     x8  000000007fffffff  x9  8000000000000000  x10 0000000000000000  x11 000000a87e54ea80
07-01 21:39:08.101 25369 25386 F DEBUG   :     x12 0000000000000018  x13 0000000068640822  x14 001e2de5f3c7bcb8  x15 00001ca1a09d912d
07-01 21:39:08.101 25369 25386 F DEBUG   :     x16 0000000000000001  x17 0000007c026b0d20  x18 0000007b29034000  x19 0000000000000000
07-01 21:39:08.101 25369 25386 F DEBUG   :     x20 000000740000c000  x21 0000000001c9c380  x22 0000007b541fafd0  x23 000000a87e5a011e
07-01 21:39:08.101 25369 25386 F DEBUG   :     x24 0000007afb85b000  x25 0000007b541fb140  x26 0000007b541fb144  x27 0000007b541fb140
07-01 21:39:08.101 25369 25386 F DEBUG   :     x28 0000007b541fb040  x29 0000007b541faf80
07-01 21:39:08.101 25369 25386 F DEBUG   :     lr  0000007af6731b68  sp  0000007b541fabd0  pc  0000007af6731b74  pst 0000000080001000
07-01 21:39:08.101 25369 25386 F DEBUG   : backtrace:
07-01 21:39:08.101 25369 25386 F DEBUG   :       #00 pc 00000000052f6b74  /data/app/~~8tUHBgNLgRYJGNEUadcWkw==/com.google.android.trichromelibrary_715111733-z45_WaLDXdBYT60E5S4qHw==/base.apk!libmonochrome_64.so (BuildId: 9570d3ab2807ff75b042dbf79539f60b55e2746c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #01 pc 0000000004037198  /data/app/~~8tUHBgNLgRYJGNEUadcWkw==/com.google.android.trichromelibrary_715111733-z45_WaLDXdBYT60E5S4qHw==/base.apk!libmonochrome_64.so (BuildId: 9570d3ab2807ff75b042dbf79539f60b55e2746c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #02 pc 0000000000461754  /apex/com.android.art/lib64/libart.so (art_quick_generic_jni_trampoline+148) (BuildId: 4bf4747707ca903605931dd6b3d0480c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #03 pc 0000000000209398  /apex/com.android.art/lib64/libart.so (nterp_helper+152) (BuildId: 4bf4747707ca903605931dd6b3d0480c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #04 pc 00000000000e8cb4  /data/app/~~IKyCsmBJnrwS-YNUbQQSlA==/com.android.chrome-Fk1iZlMKkTwGSNoxgsibRw==/base.apk
07-01 21:39:08.101 25369 25386 F DEBUG   :       #05 pc 000000000020a254  /apex/com.android.art/lib64/libart.so (nterp_helper+3924) (BuildId: 4bf4747707ca903605931dd6b3d0480c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #06 pc 00000000000e89c6  /data/app/~~IKyCsmBJnrwS-YNUbQQSlA==/com.android.chrome-Fk1iZlMKkTwGSNoxgsibRw==/base.apk
07-01 21:39:08.101 25369 25386 F DEBUG   :       #07 pc 0000000000721ef8  /system/framework/arm64/boot-framework.oat (android.os.Binder.execTransactInternal+1016) (BuildId: 4f687e16b5b9a376e216a45a7254745c617a3634)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #08 pc 00000000007219e0  /system/framework/arm64/boot-framework.oat (android.os.Binder.execTransact+304) (BuildId: 4f687e16b5b9a376e216a45a7254745c617a3634)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #09 pc 0000000000457d6c  /apex/com.android.art/lib64/libart.so (art_quick_invoke_stub+556) (BuildId: 4bf4747707ca903605931dd6b3d0480c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #10 pc 00000000004ed728  /apex/com.android.art/lib64/libart.so (art::JValue art::InvokeVirtualOrInterfaceWithVarArgs<art::ArtMethod*>(art::ScopedObjectAccessAlreadyRunnable const&, _jobject*, art::ArtMethod*, std::__va_list)+856) (BuildId: 4bf4747707ca903605931dd6b3d0480c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #11 pc 00000000005e8324  /apex/com.android.art/lib64/libart.so (art::JNI<false>::CallBooleanMethodV(_JNIEnv*, _jobject*, _jmethodID*, std::__va_list)+184) (BuildId: 4bf4747707ca903605931dd6b3d0480c)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #12 pc 00000000000c47a8  /system/lib64/libandroid_runtime.so (_JNIEnv::CallBooleanMethod(_jobject*, _jmethodID*, ...)+120) (BuildId: 30791b763604abc4513e3e36cb5d57e9)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #13 pc 000000000017a5fc  /system/lib64/libandroid_runtime.so (JavaBBinder::onTransact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)+156) (BuildId: 30791b763604abc4513e3e36cb5d57e9)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #14 pc 0000000000051a4c  /system/lib64/libbinder.so (android::BBinder::transact(unsigned int, android::Parcel const&, android::Parcel*, unsigned int)+236) (BuildId: 95b4c1b0a8f1318a116bf5674604d87d)
07-01 21:39:08.101 25369 25386 F DEBUG   :       #15 pc 000000000005cbf8  /system/lib64/libbinder.so (android::IPCThreadState::executeCommand(int)+1016) (BuildId: 95b4c1b0a8f1318a116bf5674604d87d)
07-01 21:39:08.102 25369 25386 F DEBUG   :       #16 pc 000000000005c730  /system/lib64/libbinder.so (android::IPCThreadState::getAndExecuteCommand()+160) (BuildId: 95b4c1b0a8f1318a116bf5674604d87d)
07-01 21:39:08.102 25369 25386 F DEBUG   :       #17 pc 000000000005cfd4  /system/lib64/libbinder.so (android::IPCThreadState::joinThreadPool(bool)+68) (BuildId: 95b4c1b0a8f1318a116bf5674604d87d)
07-01 21:39:08.102 25369 25386 F DEBUG   :       #18 pc 000000000008ba9c  /system/lib64/libbinder.so (android::PoolThread::threadLoop()+444) (BuildId: 95b4c1b0a8f1318a116bf5674604d87d)
07-01 21:39:08.102 25369 25386 F DEBUG   :       #19 pc 0000000000013550  /system/lib64/libutils.so (android::Thread::_threadLoop(void*)+416) (BuildId: 62128a51f31d41bbd0d14333ccf95e95)
07-01 21:39:08.102 25369 25386 F DEBUG   :       #20 pc 00000000000cd7bc  /system/lib64/libandroid_runtime.so (android::AndroidRuntime::javaThreadShell(void*)+140) (BuildId: 30791b763604abc4513e3e36cb5d57e9)
07-01 21:39:08.102 25369 25386 F DEBUG   :       #21 pc 00000000000fd040  /apex/com.android.runtime/lib64/bionic/libc.so (__pthread_start(void*)+208) (BuildId: 4d6e56b2321dd2889f771482b268b706)
07-01 21:39:08.102 25369 25386 F DEBUG   :       #22 pc 000000000008f5e0  /apex/com.android.runtime/lib64/bionic/libc.so (__start_thread+64) (BuildId: 4d6e56b2321dd2889f771482b268b706)
07-03 16:19:31.165 27947 28082 E AndroidRuntime: FATAL EXCEPTION: slack-instrumented-io-54
07-03 16:19:31.165 27947 28082 E AndroidRuntime: Process: com.Slack, PID: 27947
07-07 22:31:29.738 17914 17914 E AndroidRuntime: FATAL EXCEPTION: main
07-07 22:31:29.738 17914 17914 E AndroidRuntime: Process: com.android.settings, PID: 17914
07-07 22:31:29.738 17914 17914 E AndroidRuntime: java.lang.RuntimeException: Unable to resume activity {com.android.settings/com.android.settings.SubSettings}: java.lang.RuntimeException: Failed to call observer method
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.ActivityThread.performResumeActivity(ActivityThread.java:5378)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.ActivityThread.handleResumeActivity(ActivityThread.java:5444)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.servertransaction.ResumeActivityItem.execute(ResumeActivityItem.java:54)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.servertransaction.ActivityTransactionItem.execute(ActivityTransactionItem.java:45)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.servertransaction.TransactionExecutor.executeLifecycleState(TransactionExecutor.java:176)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:97)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2574)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:106)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:226)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:313)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8762)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:604)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:1067)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: Caused by: java.lang.RuntimeException: Failed to call observer method
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.ClassesInfoCache$MethodReference.invokeCallback(ClassesInfoCache.java:232)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.ClassesInfoCache$CallbackInfo.invokeMethodsForEvent(ClassesInfoCache.java:199)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.ClassesInfoCache$CallbackInfo.invokeCallbacks(ClassesInfoCache.java:191)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.ReflectiveGenericLifecycleObserver.onStateChanged(ReflectiveGenericLifecycleObserver.java:40)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.LifecycleRegistry$ObserverWithState.dispatchEvent(LifecycleRegistry.java:354)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.LifecycleRegistry.forwardPass(LifecycleRegistry.java:265)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.LifecycleRegistry.sync(LifecycleRegistry.java:307)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.LifecycleRegistry.moveToState(LifecycleRegistry.java:148)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.LifecycleRegistry.handleLifecycleEvent(LifecycleRegistry.java:134)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.settingslib.core.lifecycle.ObservablePreferenceFragment.onResume(ObservablePreferenceFragment.java:87)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.settings.core.InstrumentedPreferenceFragment.onResume(InstrumentedPreferenceFragment.java:128)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.settings.SettingsPreferenceFragment.onResume(SettingsPreferenceFragment.java:410)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.settings.dashboard.DashboardFragment.onResume(DashboardFragment.java:338)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.samsung.android.settings.wifi.details.WifiNetworkModifyFragment.onResume(WifiNetworkModifyFragment.java:132)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.Fragment.performResume(Fragment.java:3119)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentStateManager.resume(FragmentStateManager.java:605)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentStateManager.moveToExpectedState(FragmentStateManager.java:285)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentStore.moveToExpectedState(FragmentStore.java:115)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentManager.moveToState(FragmentManager.java:1374)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentManager.dispatchStateChange(FragmentManager.java:2841)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentManager.dispatchResume(FragmentManager.java:2798)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentController.dispatchResume(FragmentController.java:284)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentActivity.onResumeFragments(FragmentActivity.java:434)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.fragment.app.FragmentActivity.onPostResume(FragmentActivity.java:423)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.appcompat.app.AppCompatActivity.onPostResume(AppCompatActivity.java:242)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.Activity.performResume(Activity.java:8759)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at android.app.ActivityThread.performResumeActivity(ActivityThread.java:5351)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	... 13 more
07-07 22:31:29.738 17914 17914 E AndroidRuntime: Caused by: java.lang.NullPointerException: Attempt to read from field 'java.util.BitSet android.net.wifi.WifiConfiguration.allowedKeyManagement' on a null object reference in method 'void com.samsung.android.settings.wifi.details.WifiModifyPreferenceController.updateSecurity()'
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.samsung.android.settings.wifi.details.WifiModifyPreferenceController.updateSecurity(WifiModifyPreferenceController.java:1212)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.samsung.android.settings.wifi.details.WifiModifyPreferenceController.onResume(WifiModifyPreferenceController.java:341)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.settingslib.core.lifecycle.Lifecycle.onResume(Lifecycle.java:142)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.settingslib.core.lifecycle.Lifecycle.-$$Nest$monResume(Unknown Source:0)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at com.android.settingslib.core.lifecycle.Lifecycle$LifecycleProxy.onLifecycleEvent(Lifecycle.java:225)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	at androidx.lifecycle.ClassesInfoCache$MethodReference.invokeCallback(ClassesInfoCache.java:228)
07-07 22:31:29.738 17914 17914 E AndroidRuntime: 	... 39 more
07-10 04:12:06.512   604   604 F libc    : crash_dump helper failed to exec, or was killed
07-24 21:54:11.682  9515  9515 E AndroidRuntime: FATAL EXCEPTION: main
07-24 21:54:11.682  9515  9515 E AndroidRuntime: Process: com.transitfe, PID: 9515
07-24 21:54:11.682  9515  9515 E AndroidRuntime: java.lang.RuntimeException: Unable to start activity ComponentInfo{com.transitfe/com.transitfe.MainActivity}: androidx.fragment.app.Fragment$l: Unable to instantiate fragment com.swmansion.rnscreens.p: calling Fragment constructor caused an exception
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:4169)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:4325)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.app.servertransaction.LaunchActivityItem.execute(LaunchActivityItem.java:101)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.app.servertransaction.TransactionExecutor.executeCallbacks(TransactionExecutor.java:135)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.app.servertransaction.TransactionExecutor.execute(TransactionExecutor.java:95)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:2574)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:106)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.os.Looper.loopOnce(Looper.java:226)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:313)
07-24 21:54:11.682  9515  9515 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:8762)
